RL ID,Order,Family,Species,Common Name,ED,RL Status,GE,EDGE,EDGE Rank,Distribution,Median ED
55338,ANURA,HEMIPHRACTIDAE,Gastrotheca guentheri,Gunther's Marsupial Frog,17.34271453,Vulnerable,2,4.295526828,839,"Colombia,Ecuador",16.42792702
61805,ANURA,CYCLORAMPHIDAE,Cycloramphus acangatan,NA,17.27193886,Vulnerable,2,4.291660848,840,Brazil,16.42792702
58551,ANURA,RANIDAE,Indosylvirana aurantiaca,Boulenger's Golden-backed frog,17.27158352,Vulnerable,2,4.291641401,841,"India,Sri Lanka",16.42792702
57487,ANURA,MANTELLIDAE,Spinomantis guibei,Guibe's Madagascar Frog,17.08629525,Vulnerable,2,4.281448844,842,Madagascar,16.42792702
54346,ANURA,HYLIDAE,Osteopilus vastus,Hispaniolan Giant Treefrog,17.03488517,Vulnerable,2,4.278602308,843,"Dominican Republic,Haiti",16.42792702
135867,ANURA,MANTELLIDAE,Gephyromantis runewsweeki,NA,16.95594777,Vulnerable,2,4.274215773,844,Madagascar,16.42792702
159251,ANURA,RANIDAE,Amolops splendissimus,NA,16.9208217,Vulnerable,2,4.272257621,845,Viet Nam,16.42792702
18583,ANURA,MYOBATRACHIDAE,Pseudophryne australis,Red-crowned Toadlet,16.88660678,Vulnerable,2,4.270346569,846,Australia,16.42792702
56260,ANURA,ARTHROLEPTIDAE,Leptopelis karissimbensis,NA,16.86885194,Vulnerable,2,4.269353443,847,"Congo, The Democratic Republic of the,Rwanda,Uganda",16.42792702
135825,CAUDATA,PLETHODONTIDAE,Speleomantes sarrabusensis,NA,16.85238464,Vulnerable,2,4.268431454,848,Italy,16.42792702
29472,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus goini,NA,16.80866963,Vulnerable,2,4.265979758,849,Cuba,16.42792702
41241,CAUDATA,SALAMANDRIDAE,Lyciasalamandra luschani,NA,16.80351121,Vulnerable,2,4.265690058,850,"Greece,Turkey",16.42792702
58327,ANURA,DICROGLOSSIDAE,Limnonectes arathooni,Djikoro Wart Frog,16.77951607,Vulnerable,2,4.264341373,851,NA,16.42792702
78964958,ANURA,HYLIDAE,Hyloscirtus antioquia,NA,16.77905026,Vulnerable,2,4.264315174,852,NA,16.42792702
55427,ANURA,HYLIDAE,Hyloscirtus callipeza,Sardinata Treefrog,16.77905026,Vulnerable,2,4.264315174,852,Colombia,16.42792702
107282592,ANURA,HYLIDAE,Hyloscirtus diabolus,NA,16.77905026,Vulnerable,2,4.264315174,852,NA,16.42792702
55607,ANURA,HYLIDAE,Hyloscirtus platydactylus,Merida Andes Treefrog,16.77905026,Vulnerable,2,4.264315174,852,"Colombia,Venezuela, Bolivarian Republic of",16.42792702
55678,ANURA,HYLIDAE,Hyloscirtus torrenticola,NA,16.77905026,Vulnerable,2,4.264315174,852,"Colombia,Ecuador",16.42792702
61904,CAUDATA,PLETHODONTIDAE,Plethodon asupak,Scottbar Salamander,16.76970625,Vulnerable,2,4.263789472,857,United States,16.42792702
59379,CAUDATA,PLETHODONTIDAE,Aquiloeurycea galeanae,Galeana False Brook Salamander,16.74287012,Vulnerable,2,4.262278113,858,Mexico,16.42792702
58746,ANURA,RANIDAE,Lithobates vibicarius,Rancho Redondo Frog,16.68743523,Vulnerable,2,4.259148875,859,Costa Rica,16.42792702
